id,EAP,HPL,MWS
id13397,0.32676518,0.13323385,0.540001
id24283,0.83254296,0.02414122,0.14331582
id15234,0.9340009,0.055493522,0.010505511
id16884,0.62830603,0.28202996,0.08966406
id07831,0.4169859,0.50492835,0.07808574
id16038,0.9394439,0.042219825,0.01833636
id03629,0.85769486,0.058032595,0.08427258
id21019,0.8099786,0.10541755,0.08460389
id21835,0.41964832,0.15770976,0.42264193
id04480,0.00059709867,0.99910945,0.00029347706
id20838,0.23540308,0.7362492,0.028347686
id24195,0.7015462,0.029594462,0.26885933
id05448,0.92393273,0.059681557,0.016385699
id15957,0.08301275,0.8986427,0.018344525
id19956,0.03620178,0.0022704857,0.9615277
id15104,0.0077497056,0.026204634,0.9660456
id17559,0.86653787,0.0863339,0.04712829
id16839,0.13365848,0.6376808,0.22866067
id14493,0.61915135,0.020025859,0.36082283
id08833,0.7380828,0.06907056,0.19284663
id15723,0.08549737,0.048270848,0.8662318
id02716,0.9947685,0.0030880033,0.0021434634
id06689,0.0053927302,0.99141204,0.0031951675
id18837,0.33149174,0.016300164,0.6522081
id04466,0.970485,0.015558085,0.013956928
id00686,0.96365875,0.002784446,0.03355685
id09010,0.025576781,0.9723316,0.0020916022
id23353,0.9687723,0.0190201,0.012207622
id00066,0.84323704,0.14310046,0.0136625245
id15724,0.023054501,0.9718564,0.0050891195
id23486,0.051880788,0.0020825402,0.94603664
id22258,0.014854031,0.008660181,0.97648585
id02292,0.7823625,0.08713899,0.13049853
id16356,0.13574558,0.026987424,0.837267
id00235,0.9145492,0.0641688,0.021282021
id25522,0.030531852,0.006327604,0.9631405
id04204,0.00674103,0.9920866,0.0011724235
id22016,0.63158023,0.08255786,0.2858619
id06480,0.010890679,0.986485,0.002624263
id08718,0.043121308,0.0023905754,0.95448816
id05251,0.0007311435,0.99894935,0.0003194827
id03359,0.785611,0.10541533,0.108973734
id16117,0.049829803,0.004470417,0.9456998
id17000,0.0011393591,0.99792176,0.0009388729
id01730,0.0011726533,0.99872786,9.953446e-05
id00630,0.7321461,0.23934777,0.028506108
id18175,0.10335941,0.007719968,0.8889206
id00907,0.91748667,0.04502601,0.03748733
id18251,0.0010951303,0.998706,0.0001988715
id25861,0.64047223,0.29003933,0.06948841
id00398,0.87263364,0.040545776,0.08682061
id27573,0.9953316,0.002024019,0.00264437
id10022,0.012786855,0.8608025,0.12641066
id15901,0.004304672,0.00031846465,0.9953768
id00451,0.0132257,0.007587344,0.9791869
id23129,0.013547976,0.9840603,0.0023917658
id26498,0.068851024,0.9061913,0.024957743
id14741,0.15922253,0.734449,0.106328405
id18453,0.1942357,0.052825548,0.75293875
id08309,0.898093,0.06920212,0.03270488
id00320,0.99756145,0.0013754523,0.001063114
id07688,0.20183246,0.056090277,0.7420773
id01556,0.0072914,0.009619129,0.98308945
id00178,0.19526345,0.008971552,0.79576504
id18902,0.013967249,0.009426998,0.9766058
id27002,0.6447002,0.28284788,0.07245187
id21418,0.9988618,0.00080733607,0.0003309137
id23018,0.38714218,0.12114784,0.49171
id07032,0.79655296,0.06117237,0.1422747
id16195,0.678184,0.023404263,0.2984118
id11202,0.16585793,0.825217,0.008925054
id09578,0.77368623,0.040443785,0.18586995
id26984,0.87742996,0.0312173,0.0913527
id19856,0.0005309021,0.9992077,0.00026143674
id12086,0.71830463,0.036704857,0.24499053
id12052,0.015993355,0.02163989,0.9623667
id17728,0.0013863724,0.0004282973,0.99818534
id24608,0.60572594,0.08942652,0.30484757
id21097,0.118580535,0.0063340934,0.8750854
id20179,0.0026087589,0.0010167555,0.9963744
id15144,0.6992987,0.16922887,0.13147242
id00206,0.97637886,0.005491942,0.018129218
id22285,0.0026280964,0.0010080313,0.99636394
id06417,0.14003095,0.73871624,0.12125283
id00215,0.022607516,0.9762699,0.0011225946
id04201,0.1472507,0.020879941,0.83186936
id21771,0.9716399,0.016545324,0.011814772
id12451,0.056742962,0.22688544,0.71637166
id14250,0.058965348,0.73037404,0.21066059
id03433,0.025889043,0.97282,0.0012910374
id03303,0.164023,0.022720393,0.8132566
id25901,0.07744927,0.86163044,0.060920298
id06945,0.35253808,0.0045954026,0.64286655
id05664,0.56975496,0.23085272,0.19939232
id05741,0.9958555,0.0034223786,0.0007221035
id10652,0.8728354,0.034617756,0.092546836
id16300,0.99049395,0.003948664,0.005557375
id12319,0.7964876,0.12226725,0.08124504
id07500,0.006745355,0.9922106,0.0010439716
id12478,0.754999,0.11955814,0.12544286
id03076,0.043552402,0.010794242,0.9456533
id00969,0.16616027,0.7437101,0.09012961
id23636,0.012396092,0.9631,0.024503907
id09791,0.0348491,0.016731884,0.94841903
id05680,0.028332744,0.82214284,0.14952444
id03672,0.0066111153,0.9882554,0.0051335054
id04286,0.0067415307,0.98664564,0.0066128937
id23883,0.0011119538,0.009295211,0.9895928
id11914,0.6185213,0.020309387,0.36116937
id20974,0.0047505493,0.99492645,0.0003229537
id26125,0.024732573,0.0021692822,0.97309816
id15543,0.6380007,0.12240483,0.2395945
id19471,0.99750596,0.0016163233,0.00087769254
id11503,0.92593205,0.031989135,0.042078868
id09321,0.03699874,0.92385316,0.039148137
id25560,0.0019482328,0.0021762366,0.99587554
id06726,0.48164967,0.10305216,0.4152982
id05709,0.9959074,0.002202504,0.0018900768
id09788,0.274613,0.23760353,0.4877835
id05289,0.9960905,0.0019227035,0.001986741
id11815,0.0060241963,0.99081576,0.0031600823
id22422,0.7242623,0.10774028,0.16799742
id25954,0.8934294,0.046987817,0.05958274
id13601,0.84995484,0.09886007,0.05118513
id05677,0.8700767,0.0076052737,0.12231803
id10498,0.0063096066,0.9932115,0.00047883633
id02665,0.29950887,0.62103146,0.07945968
id10114,0.089064874,0.7716925,0.13924254
id26314,0.8531671,0.116432816,0.03040002
id21240,0.5537927,0.12746507,0.3187422
id15569,0.9472118,0.044588916,0.008199318
id25928,0.14622574,0.012920247,0.84085405
id22706,0.012817614,0.9851999,0.0019824875
id20877,0.0036129693,0.9904773,0.0059096683
id04318,0.7165454,0.056297056,0.22715755
id18299,0.18823972,0.50579816,0.30596212
id08126,0.010220976,0.0013456736,0.9884333
id14293,0.37421173,0.007042074,0.6187462
id12759,0.9970625,0.0014766217,0.0014608152
id11983,0.6905608,0.13713217,0.17230707
id05580,0.1570766,0.6485662,0.19435722
id25846,0.39525524,0.38150448,0.22324027
id01939,0.5886162,0.1170094,0.2943744
id26327,0.38819167,0.16395739,0.44785094
id11068,0.011066749,0.000699447,0.9882338
id08404,0.99174917,0.002669912,0.005580885
id27189,0.6615158,0.3244648,0.014019415
id15119,0.0026977183,0.98728335,0.010018887
id26525,0.98427504,0.010673795,0.005051223
id03618,0.28784895,0.67133594,0.040815175
id27220,0.9968516,0.0014710041,0.0016774419
id18777,0.04174827,0.0029681881,0.95528346
id20213,0.7971275,0.13599555,0.06687698
id20403,0.76207674,0.20778957,0.03013369
id03777,0.04963526,0.033451978,0.91691273
id10595,0.0011181816,0.9985476,0.00033420546
id13816,0.25938642,0.012972598,0.7276409
id05667,0.0051346156,0.038287893,0.95657754
id24629,0.70224875,0.020358423,0.2773928
id20398,0.20200583,0.37482527,0.42316893
id14108,0.0037270177,0.0015984152,0.99467456
id06196,0.00062716275,0.999159,0.0002138639
id02800,0.32773504,0.6304354,0.041829553
id18732,0.0069100377,0.98923266,0.0038572974
id11915,0.016053293,0.97741324,0.0065334793
id09739,0.9317582,0.03577262,0.03246922
id24672,0.98426545,0.013685268,0.0020492685
id00414,0.0072623855,0.00090468855,0.99183285
id16307,0.9732432,0.012057744,0.014699023
id14043,0.67312586,0.00866587,0.31820828
id00517,0.002881103,0.0008165258,0.99630237
id09744,0.97299826,0.026555808,0.00044592816
id19257,0.97884274,0.014229858,0.0069273617
id15437,0.28706488,0.70527303,0.0076620793
id16352,0.04314658,0.020876788,0.9359766
id18849,0.72568315,0.07047913,0.20383768
id19434,0.00048254142,0.9993987,0.00011880529
id17928,0.21220642,0.034532625,0.7532609
id16896,0.020068472,0.0020451958,0.9778863
id02135,0.18123975,0.35874343,0.46001682
id15075,0.9842249,0.00991174,0.005863376
id27486,0.0022396082,0.997018,0.00074246805
id19422,0.97999465,0.016884638,0.0031207178
id09603,0.037398055,0.9273861,0.035215855
id02133,0.025260875,0.9683414,0.0063977307
id03441,0.45683786,0.016704513,0.5264576
id02398,0.00035609386,0.9994723,0.00017162939
id05152,0.06691764,0.008748141,0.9243343
id17838,0.69914985,0.010507069,0.29034308
id25060,0.9984092,0.0014028016,0.00018796432
id09998,0.06785156,0.018595608,0.9135529
id01828,0.01666554,0.92576534,0.05756907
id25377,0.20271008,0.029722609,0.7675673
id22175,0.014204255,0.9842403,0.001555421
id02974,0.013257187,0.01011875,0.9766241
id26955,0.99642354,0.0030470688,0.0005293452
id21091,0.9424572,0.011347688,0.046195127
id12802,0.917104,0.079161815,0.0037341833
id07432,0.0017475935,0.9942486,0.004003764
id18749,0.005509659,0.99042445,0.0040659225
id15030,0.004351217,0.010555006,0.9850937
id17155,0.0005589944,0.9990004,0.0004406104
id08128,0.00096377707,0.99652904,0.0025072107
id25706,0.00061811093,0.9987276,0.00065428665
id15645,0.9410806,0.037177406,0.021741988
id04943,0.96047986,0.02695243,0.0125677865
id27566,0.009684088,0.0009140148,0.9894019
id11765,0.38579842,0.23041566,0.38378587
id13783,0.43792462,0.43345463,0.12862076
id00492,0.00607607,0.009062941,0.984861
id27636,0.019297877,0.003013481,0.97768867
id04273,0.9821217,0.013974921,0.0039033738
id02537,0.14284979,0.067902595,0.7892476
id24349,0.9930784,0.0052893967,0.0016321157
id00023,0.0033792155,0.99495304,0.0016677802
id23025,0.11298915,0.86866146,0.018349366
id08722,0.96513635,0.021961164,0.012902522
id02420,0.9975683,0.0019336179,0.00049807515
id10811,0.98457426,0.0105367,0.0048890556
id04019,0.005146078,0.001258868,0.99359506
id18334,0.98913187,0.008119831,0.002748229
id16781,0.76940894,0.14327924,0.08731178
id08773,0.07977582,0.91275537,0.007468828
id19214,0.44116557,0.44402978,0.114804626
id09589,0.001236656,0.997332,0.0014314315
id24246,0.96479404,0.01517182,0.020034224
id23577,0.7488207,0.24724671,0.003932592
id09305,0.9063907,0.047226142,0.04638312
id16460,0.26033017,0.041315146,0.6983547
id21115,0.47249267,0.052866995,0.47464037
id25996,0.8784867,0.049926404,0.071586885
id02551,0.0028848764,0.0012416459,0.9958735
id19352,0.0020509579,0.00023813896,0.99771094
id03806,0.06413717,0.022519905,0.9133429
id26544,0.77644366,0.08261649,0.14093983
id18761,0.9789916,0.013649138,0.0073592407
id24148,0.047320634,0.95142794,0.0012513603
id16095,0.046886437,0.94231874,0.010794854
id18442,0.6892664,0.13372383,0.17700978
id22596,0.00089036,0.0004732668,0.9986363
id23002,0.09296983,0.006650535,0.9003796
id04797,0.9969302,0.0016875708,0.0013822345
id06610,0.0778915,0.0034403875,0.91866815
id16173,0.51232505,0.24795984,0.23971517
id18292,0.04726506,0.044164583,0.9085703
id27328,0.98723024,0.008460276,0.004309415
id01695,0.0069811484,0.989597,0.0034218868
id05761,0.6576006,0.0061733946,0.33622602
id16354,0.98483664,0.008714316,0.0064490032
id12207,0.045000423,0.5242937,0.43070585
id05665,0.10371257,0.0009795217,0.8953079
id01911,0.9792722,0.017307846,0.003419955
id19153,0.021309633,0.0030698,0.97562057
id10295,0.62440616,0.24128237,0.13431141
id23038,0.5360795,0.33449584,0.12942462
id23783,0.067473836,0.9301467,0.0023794295
id27879,0.9184869,0.06840882,0.0131042795
id19190,0.0018943287,0.997929,0.00017670343
id05065,0.9667204,0.021461839,0.01181772
id21296,0.038577657,0.9498329,0.011589428
id13262,0.22395907,0.25908864,0.51695234
id10333,0.98510945,0.007295475,0.007595113
id16677,0.031891998,0.9365042,0.031603828
id01392,0.3534815,0.07288249,0.573636
id27874,0.7951477,0.1380949,0.06675743
id02294,0.021756468,0.96116334,0.017080147
id18298,0.0010640755,0.004531879,0.9944041
id06997,0.9958163,0.0005687471,0.0036150129
id05243,0.54538053,0.043187533,0.4114319
id00860,0.0025089607,0.99373335,0.0037576547
id26681,0.9987081,0.00089342747,0.00039840155
id06020,0.010334307,0.00088940863,0.98877627
id27683,0.67674,0.10845455,0.21480545
id17655,0.0011257431,0.9982287,0.000645538
id08817,0.01513544,0.0076889177,0.9771756
id11512,0.0030765058,0.004017877,0.9929056
id00478,0.38173097,0.016912397,0.60135657
id02116,0.977284,0.008019661,0.014696395
id06746,0.9942426,0.0036878218,0.002069594
id03863,0.6309522,0.2057275,0.16332029
id01802,0.0110109495,0.9843582,0.004630851
id11682,0.80102754,0.026467748,0.1725047
id04033,0.0025899492,0.98472244,0.012687685
id09286,0.07093783,0.76117337,0.16788882
id12904,0.9985304,0.0009302042,0.0005393892
id07420,0.0015692986,0.00302437,0.9954064
id22398,0.00028982645,0.9992674,0.0004427315
id00424,0.039459385,0.014283827,0.94625676
id20960,0.9944477,0.0021418263,0.0034104395
id10267,0.09661424,0.8717418,0.03164403
id19330,0.30640584,0.0034116143,0.69018257
id00994,0.0026711987,0.9965833,0.0007456013
id10785,0.7890937,0.059276313,0.15162995
id00955,0.07837432,0.899009,0.022616638
id09757,0.00119954,0.99860626,0.00019415931
id10030,0.19717175,0.023351682,0.7794766
id22952,0.0703542,0.08931589,0.8403299
id21955,0.0008101711,0.00086826214,0.9983216
id07674,0.60887575,0.1080403,0.28308398
id13760,0.00399761,0.9955955,0.00040688468
id18166,0.98897505,0.0010926714,0.009932307
id23498,0.9227378,0.07333954,0.003922735
id05296,0.992215,0.0065119714,0.0012730216
id26709,0.9879132,0.0083568655,0.003729901
id02853,0.97488225,0.018652411,0.006465414
id06800,0.40716946,0.1854608,0.40736973
id14758,0.069575265,0.9201261,0.01029864
id12356,0.9850315,0.012267487,0.0027010266
id21492,0.8828821,0.08968545,0.027432436
id27540,0.51893973,0.014174695,0.46688557
id07376,0.062871,0.81943184,0.1176972
id15201,0.5376735,0.4444525,0.01787406
id23388,0.009546474,0.9881477,0.0023058443
id13923,0.005670026,0.9929502,0.0013797407
id00794,0.0047510504,0.9936307,0.0016182441
id23910,0.14391766,0.017620439,0.8384619
id02556,0.07809201,0.034880858,0.88702714
id22151,0.000580738,0.9990464,0.00037288916
id11698,0.02694353,0.92109686,0.051959537
id11627,0.5199368,0.12344973,0.35661346
id06340,0.9982253,0.0012834113,0.00049131596
id05123,0.908089,0.015256684,0.07665434
id26620,0.0020962276,0.0008491645,0.9970546
id04002,0.013212845,0.11304736,0.8737398
id26554,0.19148782,0.39925283,0.40925935
id18012,0.05978721,0.009687533,0.93052524
id12964,0.316494,0.016241513,0.66726446
id18965,0.012108036,0.9245139,0.06337805
id19082,0.0041274745,0.0026489384,0.99322367
id26742,0.0054836273,0.00093453494,0.9935819
id15442,0.035401255,0.9516784,0.012920392
id16647,0.5613892,0.052548535,0.38606223
id11544,0.072426,0.016634433,0.9109395
id20581,0.5284695,0.12875141,0.34277907
id13192,0.15322961,0.094145134,0.7526253
id15814,0.33247244,0.11972215,0.54780537
id26279,0.015466016,0.9817027,0.0028312968
id00240,0.9859449,0.010949705,0.0031053275
id22836,0.99686337,0.0012506346,0.0018860082
id15085,0.015527218,0.9691028,0.015370034
id17495,0.48751783,0.03341262,0.47906956
id26762,0.6815044,0.05416717,0.2643284
id13685,0.9986279,0.00046462278,0.000907444
id16560,0.002831668,0.9967063,0.00046210678
id17184,0.00402539,0.9955974,0.00037720436
id21635,0.9976299,0.00051543734,0.001854689
id26751,0.7773401,0.076395355,0.14626452
id12351,0.99023074,0.001453065,0.008316207
id14872,0.4821861,0.37295943,0.1448545
id18372,0.875901,0.10705415,0.017044822
id26851,0.61833334,0.30634347,0.07532319
id22659,0.79311407,0.20367986,0.0032061131
id04102,0.0025224667,0.00064905855,0.9968285
id02353,0.002701763,0.9967571,0.00054114935
id26721,0.99665326,0.00048060264,0.002866165
id11171,0.83395964,0.031262197,0.1347782
id13562,0.6665533,0.2264462,0.107000485
id26425,0.67552143,0.052809924,0.27166864
id26394,0.57535475,0.019089378,0.4055559
id22187,0.7672821,0.14200857,0.09070929
id00422,0.99909985,0.00041667564,0.00048346005
id22667,0.004514619,0.99219996,0.0032854467
id00911,0.9080125,0.05926028,0.03272722
id17291,0.11435915,0.008838059,0.8768028
id01915,0.09012843,0.15021406,0.75965756
id01434,0.055077754,0.012870559,0.9320517
id01584,0.70264655,0.057822417,0.23953103
id09266,0.9880349,0.00883381,0.0031313037
id17494,0.0026148916,0.99701905,0.0003660973
id24919,0.4555265,0.20638216,0.3380914
id21043,0.030715743,0.0012218312,0.9680624
id17796,0.00069796655,0.99901175,0.00029027447
id02166,0.2867678,0.0030452409,0.71018696
id17503,0.9916222,0.0034619365,0.004915922
id21203,0.66957134,0.046773423,0.2836553
id25626,0.9992816,0.0002492738,0.00046913544
id09836,0.9983912,0.0013371963,0.00027155134
id24202,0.018509688,0.050663996,0.93082637
id27260,0.6889128,0.11834908,0.19273809
id23167,0.00082682905,0.0008366496,0.9983365
id10393,0.008494343,0.98572713,0.0057785385
id01171,0.37430474,0.6081041,0.017591143
id06380,0.9751371,0.005450761,0.01941221
id22686,0.19316761,0.005001997,0.80183035
id26250,0.099933036,0.009557575,0.89050937
id09315,0.2053397,0.68241,0.11225031
id00886,0.03565754,0.9223446,0.041997805
id03101,0.96682525,0.017385328,0.01578944
id12367,0.8439333,0.009634784,0.146432
id10770,0.8571137,0.020933248,0.12195299
id14949,0.0016958228,0.9974208,0.00088345126
id14141,0.12932394,0.8220311,0.048644893
id25417,0.044212762,0.93763816,0.018149065
id26873,0.8493945,0.11971373,0.030891811
id10818,0.4345281,0.0403319,0.52514
id15146,0.8154365,0.018775528,0.16578802
id23328,0.72450894,0.27175912,0.003731948
id16765,0.1378813,0.73540795,0.12671076
id24383,0.99237,0.0005632253,0.0070667258
id21304,0.9651176,0.0075365375,0.027345857
id12551,0.0072783977,0.99185455,0.0008670767
id23274,0.046925683,0.043064322,0.91001004
id08117,0.76037765,0.057640247,0.18198213
id23961,0.9973942,0.0015391569,0.0010666727
id13865,0.0026980934,0.99663335,0.0006685871
id22807,0.16271812,0.01419388,0.823088
id08951,0.24565971,0.04261818,0.71172214
id18684,0.9938508,0.003356312,0.0027928406
id25179,0.021617718,0.8985093,0.07987297
id27033,0.9615486,0.004430207,0.03402111
id13977,0.0953867,0.8625043,0.042108998
id19337,0.0007293275,0.9982687,0.0010019498
id25764,0.003820337,0.9949891,0.001190495
id16106,0.10106794,0.045443296,0.85348874
id05468,0.0069685853,0.0013084065,0.991723
id05241,0.9884576,0.0025024223,0.009039991
id10215,0.52295446,0.16828169,0.30876383
id23457,0.005842685,0.0048486595,0.9893086
id02200,0.99918145,0.00046662375,0.0003519494
id13714,0.17489935,0.8058904,0.019210316
id20332,0.0030686834,0.0007226504,0.99620867
id18573,0.05813641,0.055307966,0.8865556
id08569,0.9967219,0.0026096138,0.00066845556
id22767,0.40913668,0.40924013,0.18162318
id25390,0.04460935,0.90263736,0.05275325
id09288,0.99479717,0.0015048094,0.0036980058
id12381,0.99598914,0.0016469192,0.002363929
id02895,0.0041701975,0.0076028067,0.98822695
id25270,0.0055986885,0.0007721947,0.99362904
id14248,0.6848321,0.0582043,0.25696358
id12831,0.88030523,0.013354942,0.10633983
id18305,0.789699,0.01694733,0.19335364
id07805,0.9981883,0.0014576456,0.0003540694
id14027,0.06729659,0.0592269,0.8734765
id02760,0.6583896,0.1090049,0.23260544
id24362,0.9910058,0.0051296772,0.003864543
id17065,0.001711946,0.9974686,0.0008194587
id26583,0.018479053,0.4208378,0.56068313
id19664,0.99667454,0.0027563965,0.00056911085
id25145,0.9401471,0.016696773,0.043156154
id17858,0.0029505691,0.995576,0.0014733928
id05148,0.33515775,0.31549564,0.34934658
id22928,0.5397118,0.41313952,0.047148705
id21549,0.55739886,0.0012354674,0.44136566
id12649,0.018049652,0.9788551,0.003095223
id21597,0.77395964,0.031127708,0.19491261
